ID,timeset,LANGUAGE,FAVORITE_C,QUOTE_C,REPLY_C,RETWEET_C,VIEWS_C,full_text
1762421633107579193,2024-02-27T10:17:16+00:00,qme,0,0,0,0,78,@vrtnws https://t.co/baEpbZDj92
1762411328575082610,2024-02-27T09:36:19+00:00,nl,0,0,0,0,4,@OnTheRooster @de_NVA Pakkans moet idd omhoog
1762411176745488411,2024-02-27T09:35:43+00:00,nl,0,0,0,13,,RT @de_NVA: Kamerlid @RaskinWouter pleit voor een onmiddellijke verbeurdverklaring bij rijden met rijverbod."We moeten maatregelen nemen…
1762845639828783438,2024-02-28T14:22:07+00:00,nl,0,0,0,4,,RT @ErtsbergB: 📢Nu in de boekhandel of bestelbaar via https://t.co/TzkGd4XbIz:'Only in Belgium' van @NicolasBouteca!➡️Volgende woensdag…
1762749924590903402,2024-02-28T08:01:46+00:00,nl,2,0,1,0,88,@Wigerik U wil blijven betalen voor het linkse PS beleid? Daar zorgt de regering De Croo alvast voor.
1762768451372724318,2024-02-28T09:15:24+00:00,nl,0,0,1,0,59,"@Wigerik Euh… het is niet N-VA maar wel Van Grieken die het migratie-, belastings-, pensioen-, veiligheids-,… beleid minstens nog 5 jaar lang verder aan de PS wil laten. https://t.co/zX5ew56tRO"
1762772172836114703,2024-02-28T09:30:11+00:00,nl,0,0,1,0,38,@Wigerik Vlaams Belang wil België nog minstens 5 jaar aan de PS laten. Van Grieken zegt het letterlijk zelf…
1762796549384385016,2024-02-28T11:07:03+00:00,nl,0,0,2,0,56,@Wigerik Het is een letterlijke weergave van wat Van Grieken zelf zegt. U kan het zelf letterlijk nalezen….
1762816078885879963,2024-02-28T12:24:39+00:00,nl,0,0,0,0,38,@Wigerik De paarse lijn spreekt voor zich. De gele ook. https://t.co/oJFYoyp7m0
1762767621030551999,2024-02-28T09:12:06+00:00,nl,0,0,0,166,,RT @Bart_DeWever: Het is verbijsterend hoe het respecteren van onze Vlaamse democratie voorwaardelijk wordt gesteld. #Voorzittersdebat 👇 ht…
1762747139401138463,2024-02-28T07:50:42+00:00,nl,200,2,11,37,10384,"Deze legislatuur moeten eindigen zonder serieus palmares, ik kan begrijpen dat dat vloekt met het gedreven karakter van @kristofcalvo. Met Vivaldi komt er geen politieke vernieuwing.Maar die teleurstelling zomaar afladen op de oppositie, dat is gewoon oneerlijk.Hij koos zelf… https://t.co/eMs4ofzwDq"
1762749271550386312,2024-02-28T07:59:11+00:00,nl,57,0,3,10,1537,"En wie echt serieus wil besparen op het politiek systeem, die kiest voor confederalisme: 👇"
1656887736387743745,2023-05-12T05:03:14+00:00,nl,304,16,111,50,35648,"Elk jaar € 247 miljoen besparen op het politieke systeem. Daar zorgt confederalisme voor!Minder politici, minder kosten, minder structuren. Meer efficiëntie, meer slagkracht.Meer weten? Lees de details op ▶️ https://t.co/h9BS5ZwWTS https://t.co/wHc4J4jAkz"
1762732488588198380,2024-02-28T06:52:29+00:00,nl,0,0,0,57,,RT @PeterDeRoover1: Dat collega @kristofcalvo vanuit zijn Groene overtuiging inzet op extreme betutteling in de #partijfinanciering is zijn…
1762492122689597592,2024-02-27T14:57:22+00:00,nl,0,0,0,108,,RT @valerievanpeel: PS-parlementsleden verlaten commissie om bespreking en stemming asbestvoorstel tegen te houden. De onbeschaamdheid kent…
1762740758153453600,2024-02-28T07:25:21+00:00,nl,0,0,0,58,,RT @PeterDeRoover1: Dat collega @kristofcalvo vanuit zijn Groene overtuiging inzet op extreme betutteling in de #partijfinanciering is zijn…
1762814988991791241,2024-02-28T12:20:19+00:00,nl,0,0,0,20,,RT @de_NVA: “Minister @AnneliesVl doet met een wetsontwerp een halfslachtige poging om het Brusselse probleem op te lossen. Een fusie van d…
1763124207422943462,2024-02-29T08:49:02+00:00,nl,322,6,31,73,30289,"“De vraag naar een Vlaamse meerderheid in de federale regering is volgens sommige politici emotionele symboliek vanuit een Vlaams- nationalistische reflex. Maar wie er grondiger naar kijkt, moet bekennen dat er om andere politieke redenen wel wat voor te zeggen valt.Wanneer…"
1763282530701308336,2024-02-29T19:18:10+00:00,nl,232,5,65,51,20004,Voelt u zich meest gehecht aan?🔴 Europa🔵 Het land🟠 Uw regio https://t.co/OmcSVtu7zI
1763224441507455186,2024-02-29T15:27:20+00:00,nl,18,0,2,2,1155,"@Isoldevde “Terwijl de industrie met 3,1% afnam in 2023”. Inderdaad zorgwekkend."
1763185257983950956,2024-02-29T12:51:38+00:00,nl,425,4,39,87,20359,"Waarom heeft Vivaldi niet hervormd? Omdat premier @alexanderdecroo ‘𝘢𝘭𝘴 𝘦𝘦𝘳𝘴𝘵𝘦 (!) 𝘥𝘦 𝘷𝘰𝘰𝘳𝘴𝘵𝘦𝘭𝘭𝘦𝘯 𝘻𝘦𝘭𝘧 𝘷𝘢𝘯 𝘵𝘢𝘧𝘦𝘭 𝘷𝘦𝘦𝘨𝘥𝘦’.• Dat Vivaldi faalt, wisten we al.• Dat OpenVLD er niets van bakt, ook.• Dat een vicepremier (!) dit nu ook… https://t.co/rAlRDsBYyG"
1763214043915952538,2024-02-29T14:46:01+00:00,nl,377,8,43,80,15445,"Onze sociale zekerheid is belachelijk gul. Het huidige systeem subsidieert massaal inactiviteit.Als je aan het einde van de maand meer overhoudt van een uitkering dan door te werken, is er iets grondig mis. https://t.co/cmr126iMyO"
1763092921908174900,2024-02-29T06:44:43+00:00,nl,781,15,122,143,48684,Mijn wetsvoorstel om het leefloon van Oekraïeners te verminderen tot op het niveau van Nederland is weggestemd. Voor de derde keer. Intussen betalen we honderden miljoenen euro aan leeflonen voor Oekraïners en werkt er amper 30%. In Nederland krijgen ze maar de helft van de…
1763102607516545042,2024-02-29T07:23:13+00:00,nl,206,3,49,23,17546,"Wist je dat België in de luchtafweercoalitie voor Oekraïne zit, maar zelf geen luchtafweergeschut meer bezit? 🤡België’s steun aan Oekraïne beperkt zich tot het veel te veel gratis geld geven aan Oekraïense vluchtelingen en dure praatjes verkopen met het oog op de eigen… https://t.co/79zpPNUmYB"
1762784935859876008,2024-02-28T10:20:54+00:00,nl,0,0,2,0,63,"@omicron_omega @bpost_nl @chris_p_bpost deel één: ja.deel twee: neen, dat is niet aan mij besteed"
1762784844612841637,2024-02-28T10:20:32+00:00,en,0,0,0,0,48,@flapdro83757324 @bpost_nl @chris_p_bpost bpost?
1762785148196561249,2024-02-28T10:21:44+00:00,nl,3,0,1,1,81,"@lukke_hendrickx @bpost_nl @chris_p_bpost U verkiest Noord-Korea en Cuba, niets houdt u tegen om te vertrekken."
1763136179094929493,2024-02-29T09:36:37+00:00,nl,233,2,18,58,5322,Wanneer grijpt de regering in? Wettelijke basis onderzoek FIA wordt betwist. Het parket kan hier beter een gedegen onderzoek opstarten.https://t.co/rHuPmHK4uY
1763225259560382945,2024-02-29T15:30:35+00:00,nl,0,0,0,40,,"RT @de_NVA: 'Premier @alexanderdecroo, ik vroeg u eerder al of uw regering in cassatie zal gaan tegen het klimaatarrest. Laat het niet bij…"
1763306740530004355,2024-02-29T20:54:22+00:00,nl,4,0,0,0,87,"@LudwigBollaerts @LucSels t'Is niks, ik ben daar toch al lang genoeg blijven plakken 😉"
1763297882440880482,2024-02-29T20:19:10+00:00,nl,1,0,1,0,52,@thomvil Hopelijk wordt dat gefilmd ❤️
1763299913742381195,2024-02-29T20:27:14+00:00,nl,0,0,1,0,23,@thomvil Help me efkes - waar wat hoe
1763301101531537712,2024-02-29T20:31:57+00:00,nl,0,0,0,0,23,@thomvil Aaah 😁 jammer genoeg geen beelden van
1763278799020368194,2024-02-29T19:03:20+00:00,nl,3,0,0,1,16,@BOCASIN1 @de_NVA De prijsverhoging is totaal onaangepast aan de realiteit. Gisteren was er nog een uitgebreid debat over.
1763209282156216695,2024-02-29T14:27:06+00:00,nl,1,0,3,0,33,"@Generatie__X__ @de_NVA Hallo scheldend anoniempje, ik ben enkel jeannet tijdens carnaval.Heb u nog nooit geblokkeerd, anders zou ik uw bericht niet zien. Ik wil dat nu gerust doen, maar weet dat je dan de tweets van N-VA nog steeds te zien krijgt. Dus als je dat niet meer wil, blokkeer je best zelf."
1763213050327241009,2024-02-29T14:42:04+00:00,nl,0,0,2,0,18,"@Generatie__X__ @de_NVA Als dappere kerel die online tegen 'janetten' strijdt, wil je hier zeker wel uw naam noemen. Of durf je dat niet?"
1763217138125283635,2024-02-29T14:58:19+00:00,nl,0,0,2,0,18,@Generatie__X__ @de_NVA Alleen lafaards gaan schelden zonder hun naam te durven noemen. En je ging me toch blokkeren? Daarvoor ook al te veel schrik?
1763211075007201501,2024-02-29T14:34:13+00:00,nl,0,0,1,0,15,"@Generatie__X__ @de_NVA Tiens, ging je mij niet exposen? Dreigementje vanachter uw anoniem accountje toch maar gewist?Vergeet de partij en mij niet te blokkeren he. https://t.co/qD1e4TkvAw"
1763207981955416261,2024-02-29T14:21:56+00:00,nl,0,0,2,0,16,@schreurj1971 @de_NVA Wij vragen herstel van hogere budgetten voor het toegankelijk maken van de stations voor mindermobielen.
1763141341272219732,2024-02-29T09:57:07+00:00,nl,0,0,0,2,,RT @TRoggeman: @verhaegen_eric @Isoldevde @bartschols Zielige commentaar.
1763119317980193112,2024-02-29T08:29:37+00:00,nl,17,0,0,2,490,@verhaegen_eric @Isoldevde @bartschols Zielige commentaar.
1762899160074682463,2024-02-28T17:54:47+00:00,nl,295,6,64,35,17794,Zwartrijden kost NMBS minstens 26 miljoen euro per jaar.Installatie toegangspoortjes in Brussel kost 10 miljoen eenmalig.Ligt voor de hand.https://t.co/6mK7FSXjM4
1762915249668120946,2024-02-28T18:58:43+00:00,nl,12,1,2,1,783,@MariaVerhelst4 De eerlijke betalers hebben er net alle belang bij dat iedereen mee de factuur draagt.
1762969358073024763,2024-02-28T22:33:44+00:00,nl,4,0,3,0,556,"@Adelunth Dat hoeft niet, is enkel relevant on grote stations. Het probleem zit niet in Booischot of Schellebelle."
1763117307381916093,2024-02-29T08:21:37+00:00,nl,0,0,1,0,106,"@cadsite_be @MariaVerhelst4 Elk groot station in Nederland heeft poortjes. Ze zwaaien daar op een andere plaats, dat lukt ook. In ruil: goedkoper openbaar vervoer met veel minder agressie op de trein."
1763116196834979977,2024-02-29T08:17:13+00:00,nl,24,0,2,3,1165,Het beste opiniestuk dat u vandaag zal lezen 👇
1763311498003157010,2024-02-29T21:13:16+00:00,nl,0,0,0,4,,"RT @de_NVA: 'We moeten de strijd tegen verkeersrecidivisten opvoeren: voer korte gevangenisstraffen uit, verklaar die wagens automatisch ve…"
1763182159395713140,2024-02-29T12:39:19+00:00,nl,0,0,0,4,,RT @nvakamer: Vandaag in plenaire van @DeKamerBE vragen van:👉@anneleen_vb aan premier @alexanderdecroo over Cassatieberoep klimaatarrest;…
1763236438017974588,2024-02-29T16:15:00+00:00,nl,0,0,0,20,,"RT @de_NVA: 'Jonge patiënten met zeldzame ziekten moeten hier een jaar langer wachten op therapie dan in Duitsland, minister Vandenbroucke.…"
1763114414520049849,2024-02-29T08:10:08+00:00,nl,0,0,0,19,,"RT @de_NVA: ""Voor veel zeldzame ziekten bestaat er in dit land geen goede behandeling of terugbetaling, terwijl dit in Duitsland of Nederla…"
1762898247905890376,2024-02-28T17:51:10+00:00,nl,71,1,9,12,3151,"Als apotheker en parlementslid krijg ik vaak vragen over het tekort, niet alleen van Ozempic-pennen, maar ook van andere medicatie. Om dit probleem aan te pakken werd ons wetsvoorstel goedgekeurd in 2019(!) De uitvoering is echter nog niet volledig. Ik volg het verder voor u op! https://t.co/zMn2eflQcH"
1763290912031961368,2024-02-29T19:51:28+00:00,nl,155,0,17,19,18190,Voor de zoveelste keer chaos @DeKamerBE . Ditmaal weigerde een aantal PS-parlementsleden van de meerderheid tegen een oppositievoorstel van @catherinefonck te stemmen. Ze stemden gewoon niet mee. Maar dat mag niet zomaar. De PS Kamervoorzitter moet op dat moment uitleg vragen aan… https://t.co/ZYxsGlehD3
1762985354938769669,2024-02-28T23:37:17+00:00,nl,0,0,0,273,,RT @Stijn_Baert: Onvoorstelbaar hoe @tomongena zich op borst klopt voor beleid Vivaldi rond werk in #voorzittersdebat #knack. Werkzaamheids…
1762849328052285551,2024-02-28T14:36:46+00:00,nl,0,0,0,43,,"RT @jvanovertveldt: De N-VA stemde tegen de Europese Natuurherstelwet, omdat zowel de impact als de rechtsonzekerheid voor alle betrokkenen…"
1762815952322707886,2024-02-28T12:24:09+00:00,nl,0,0,0,51,,RT @de_NVA: 'Je kan niet anders dan vaststellen dat de economische bijdrage van migratie lager uitvalt en dat de maatschappelijke problemen…
1762788543280152797,2024-02-28T10:35:14+00:00,nl,0,0,0,11,,RT @SimonLejeune_10: Vreemd.O.a. Open Vld en CD&amp;V willen regeren met een Vlaamse meerderheid op voorwaarde dat die regering zorgt voor fis…
1762788278749569191,2024-02-28T10:34:11+00:00,nl,0,0,0,37,,"RT @SanderLoones: Deze legislatuur moeten eindigen zonder serieus palmares, ik kan begrijpen dat dat vloekt met het gedreven karakter van @…"
1762787178055078393,2024-02-28T10:29:48+00:00,nl,0,0,0,42,,RT @valerievanpeel: Voorwaarde PS om vergadering terug te laten starten is dat alle Vivaldi parlementsleden tegen ophef immuniteit asbest s…
1763327780287033593,2024-02-29T22:17:58+00:00,nl,273,2,37,51,18344,"Al weken waarschuw ik voor de extreemlinkse Palestijnse terreurgroep Samidoun, de Europese tak van het - in de EU verboden - PFLP. Samidoun is verboden in Duitsland maar mag hier haar gangetje gaan. De leider van Samidoun is de Palestijnse ‘vluchteling’ Mohammed Khatib… https://t.co/lgu9oS5Vix"
1763302647321284779,2024-02-29T20:38:06+00:00,nl,0,0,0,27,,"RT @SanderLoones: Moet ook de logopedie van mentaal beperkte kinderen worden terugbetaald, net als bij andere kinderen? Natuurlijk.Ook da…"
1763275087732416660,2024-02-29T18:48:35+00:00,nl,82,2,9,9,8552,"Wetsontwerpen Defensie over de reserve (!) en over bewarende aanpak bij incidenten staan op agenda plenaire. Bespreking kan nu starten, één probleem: geen MoD aanwezig. Ze is nochtans niet verontschuldigd.Voorzitter wil bespreking laten starten, maar na protest vanuit de… https://t.co/1oHforeNKj"
1763247584443772941,2024-02-29T16:59:18+00:00,nl,152,0,8,14,2935,@Nicole_demoor @Bart_DeWever @de_NVA ‘Beter terugkeerbeleid’ als in nog meer gepamper via uw peperdure ‘terugkeercoaches’ met een effectieve terugkeer van amper 5% en een verbod op het opsluiten van kinderen van terugkeeraverse illegalen. Uw factcheck faalt. 😅
1763210593735995452,2024-02-29T14:32:19+00:00,nl,74,1,15,8,5435,"Mijn nagels heb ik niet gelakt 💅🏼 maar dat maakt mijn steun, medeleven en solidariteit voor de 500.000 mensen in ons land die aan een van de 6.000 zeldzame ziekten lijden er niet minder om. ❤️ https://t.co/zydlbXOJMu"
1763108940424826987,2024-02-29T07:48:23+00:00,nl,0,0,0,59,,RT @de_NVA: 'Europa is een opengrenzencontinent en deze federale regering heeft uitwijzen nóg moeilijker gemaakt met nieuwe wetten. De teru…
1762982978731340211,2024-02-28T23:27:51+00:00,nl,14,0,5,4,4664,Boze boeren belegeren dorpscentrum Peizegem tijdens gespreksavond met Theo Francken (N-VA)  https://t.co/N582Gc6nwP
1762980703925395557,2024-02-28T23:18:49+00:00,nl,185,9,130,18,18830,"Lezing in Merchtem, 120 boze boeren aanwezig. Geluisterd en gepraat. Ik houd van onze boeren. ❤️Geen boeren, geen eten. Zo simpel is het. https://t.co/2ZgcYXI4U0"
1763453842941690025,2024-03-01T06:38:54+00:00,nl,697,28,214,233,102566,"Beste mensen,Najaar 2021, ergens in West-Vlaanderen: vluchtelingengezin krijgt een erkenning en papieren na maandenlange gratis bed-bad-brood-opvang in een Lokaal Opvang Initiatief (LOI) van een OCMW. Ze moeten het LOI verlaten, maar ontvangen:✅ Leefloon netto per maand:… https://t.co/C0EjLRxxYx"
1763298210410336297,2024-02-29T20:20:28+00:00,nl,147,3,8,27,21064,"Moet ook de logopedie van mentaal beperkte kinderen worden terugbetaald, net als bij andere kinderen? Natuurlijk.Ook daarover ging het debat vandaag in het parlement. De Vivaldisten stemden er zowaar… tegen. Onvoorstelbaar.Bovendien was er sprake van een niet reglementaire…"
1763473322220642741,2024-03-01T07:56:18+00:00,nl,142,2,15,48,7403,"De Vivaldi-regering wil meer en meer asielopvang. Maar…Niet bij zichzelf. In de realiteit blijkt dat CD&amp;V, Groen, Vooruit en Open VLD amper inspanningen leveren in de lokale besturen waar ze zelf de plak zwaaien. Van hypocrisie gesproken. 🤨Bron: HLN (01/03/‘24) https://t.co/sWx7wj1txH"
1763468983032770680,2024-03-01T07:39:03+00:00,nl,68,2,11,13,3291,Ook als Vlaams Nationalist ben ik bezorgd om het welzijn van Waalse en Brusselse landgenoten. Zij moeten dit niet langer pikken!Het Federaal Planbureau @FPB_BE stelde haar indicatoren van duurzame ontwikkeling voor in de Kamer. Dit jaar ook met een gewestelijke uitsplitsing.👇 https://t.co/4zLbjN8qgH
1763471767262073042,2024-03-01T07:50:07+00:00,nl,5,0,1,0,97,"@EahDeGrauwe Ongelijkheid bestrijd je niet met uitkeringen, die houden dat net in stand.Top de uitkeringen af zodat meer mensen gaan werken, zodat de sociale zekerheid minder kost en de staat meer fiscale inkomsten heeft, zodat je belasting op arbeid kan verlagen waardoor ongelijkheid daalt."
1763536719087808631,2024-03-01T12:08:13+00:00,nl,1,0,1,0,55,@madmax31041787 Ga jij werken wanneer je meer verdient door niks te doen?
1763501596812386384,2024-03-01T09:48:39+00:00,nl,4,0,1,0,30,"@EahDeGrauwe Laten verdrinken moet je niet doen, maar hen meer geld geven dan ze zouden verdienen met een job is de omgekeerde wereld."
1763513661534953562,2024-03-01T10:36:36+00:00,nl,0,0,0,58,,RT @PhilKerck: Een politicus die vraagt om de Vlaamse democratie te respecteren wordt door bepaalde Vlaamse media weggezet als “wanhopig” e…
1763513166519046241,2024-03-01T10:34:38+00:00,nl,0,0,0,87,,RT @SanderLoones: Waarom heeft Vivaldi niet hervormd? Omdat premier @alexanderdecroo ‘𝘢𝘭𝘴 𝘦𝘦𝘳𝘴𝘵𝘦 (!) 𝘥𝘦 𝘷𝘰𝘰𝘳𝘴𝘵𝘦𝘭𝘭𝘦𝘯 𝘻𝘦𝘭𝘧 𝘷𝘢𝘯 𝘵𝘢𝘧𝘦𝘭 𝘷𝘦𝘦𝘨𝘥𝘦’.…
1763502664745181229,2024-03-01T09:52:54+00:00,nl,0,0,0,73,,RT @SanderLoones: “De vraag naar een Vlaamse meerderheid in de federale regering is volgens sommige politici emotionele symboliek vanuit ee…
1763589579183911034,2024-03-01T15:38:16+00:00,nl,1,0,1,0,6,@Claudiu38929221 @de_NVA Ik vermoed dat u gemist hebt dat wij altijd voorstander van een puntenrijbewijs zijn geweest.
1763593458701275636,2024-03-01T15:53:41+00:00,nl,0,0,1,0,8,@Claudiu38929221 @de_NVA @mr @PSofficiel Stop nu maar met zeggen dat ik niet voor een puntenrijbewijs zou pleiten. https://t.co/IrRbJhoE9u
1763548030349836683,2024-03-01T12:53:10+00:00,nl,171,2,26,39,3541,✨Geen winst omdat dure #bpost investering in Amerika (+1 miljard euro!!) niet rendeert✨Is het daar waar we ons mee bezig moeten houden? Miljarden investeren opdat Amerikanen hun pakje op tijd krijgen?✨Herhaling van onze oproep: privatiseer die boite!https://t.co/iqBaUpDetB
1763613340415218066,2024-03-01T17:12:41+00:00,nl,2,0,1,0,61,@jan_vrees please tell me more... (u mag mij gerust mailen op michael.freilich@n-va.be)
1763493751769411781,2024-03-01T09:17:29+00:00,nl,0,0,0,3,,RT @stapnstap: Een Vlaams Nationalist wil binnen de democratische regels de welvaart van het eigen volk nastreven.Aangezien Vlaanderen de…
1763566696072200377,2024-03-01T14:07:20+00:00,nl,0,0,0,13,,"RT @de_NVA: 'De traditionele partijen en groenen doen nu grote uitspraken over de partijfinanciering, maar zij maakten die in 2013 zélf gul…"
1763543424886518231,2024-03-01T12:34:52+00:00,nl,0,0,0,19,,RT @de_NVA: 'Ziekenfondsen worden betaald per zieke en zijn dus niet geschikt voor het begeleiden van mensen naar werk. Breng dat naar het…
1763304204725002711,2024-02-29T20:44:17+00:00,nl,16,0,1,0,1097,"@KAnthonissen @MoniqueAdriaan1 Dat ‘Europese hoofdstad’ Brussel niet forser aan Europa is gehecht, is wellicht nog meer veelzeggend dat de situatie van Boedapest… https://t.co/yjeIxQFzAj"
1763298217108599292,2024-02-29T20:20:30+00:00,nl,61,0,2,9,2435,"Parlementslid @catherinefonck hield een vurig pleidooi om de terugbetaling van logopedie van mentaal beperkte kinderen te garanderen. Meer nog, ze bereidde daarover ook de nodige amendementen voor. Een parlementslid dat haar job serieus neemt, prachtig!Na haar pleidooi… https://t.co/CdJPZPeu7X"
1763298225383948589,2024-02-29T20:20:32+00:00,nl,70,0,1,6,2308,"N-VA wees de voorzitster op de duidelijke bepaling in het Kamerreglement, maar die weigerde de bepaling toe te passen. Ze weigerde ook om aan de piepken-duik-politici te vragen waarom ze niet stemden. Nochtans moet ze dat volgens het reglement dus wel doen.De voorzitster gaf… https://t.co/72XQ74Sh3t"
1763514448017346917,2024-03-01T10:39:43+00:00,nl,109,0,17,23,7315,Rondje schaduwboksen over migratiewetboek dat er toch niet komt. De uppercut volgt op 9/6. Migratiewetboek De Moor struikelt finaal net voor de finish. ‘Dit lijkt in te spelen op het huidige politieke paniekvoetbal rond migratie’ https://t.co/mj6Y3EoWvw
1763490780591620238,2024-03-01T09:05:40+00:00,nl,90,3,5,4,5953,"@Nicole_demoor @_nadianaji Laat u niet doen, Nicole. En als het niet lukt. Wisselmeerderheid. ✅"
1763460664457068847,2024-03-01T07:06:00+00:00,nl,0,0,0,93,,"RT @TineDujardin: @FranckenTheo Beste Theo, als vastgoedmakelaar komIk vaak in contact met bovenstaande situaties. Ik had eind 2022 een ge…"
1763565623383105938,2024-03-01T14:03:04+00:00,nl,350,2,28,50,9148,"“Van de cel naar de Kamer”Beste vrienden,Mijn boekvoorstelling vindt op 14 maart plaats in de Kamer. Jullie zijn van harte welkom!Het boek gaat over mijn levensverhaal en mijn ervaringen als parlementslid. Iets wat ik een hele eer vind, het vertegenwoordigen van de… https://t.co/IiwRtxQocK"
1763603439139889299,2024-03-01T16:33:20+00:00,en,2,0,1,0,119,"@FamkeJetten Currently, the book is only published in Dutch but it is intended that it will be published in French and English later."
1763603356906365267,2024-03-01T16:33:01+00:00,en,6,0,1,0,132,"@Shirzan_22 Currently, the book is only published in Dutch but it is intended that it will be published in French and English later."
1763603884700803403,2024-03-01T16:35:06+00:00,nl,185,3,9,37,7379,"Onze vraag om ons wetsvoorstel over herstel van werkbaarheid #flexijobs met spoed te behandelen werd door Open VLD, CD&amp;V en Vooruit weggestemd. Weer eens die kloof tussen woord en daad."
1763836602835492908,2024-03-02T07:59:51+00:00,nl,392,2,47,52,20619,"Als de Oekraïners zélf oproepen om veel minder ‘gratis’ leefloongeld aan de Oekraïense vluchtelingen te geven, maar Vivaldi maar met geld blijft smijten tja… 🤷🏻‍♂️Mijn wetsvoorstel om de leeflonen voor 70.000 Oekraïners te halveren om ze beter te activeren zoals in Nederland is… https://t.co/2stpKQzrRd"
1763538786548392138,2024-03-01T12:16:26+00:00,nl,85,4,18,8,5512,"Gisterenavond nam ik deel aan een debat op @LesNews24 waarbij we bespraken wat wel en niet in de grondwet thuishoort. Aangezien de grondwet betrekking heeft op fundamentele rechten, benadrukte ik dat onderwerpen zoals abortus daar niet specifiek in opgenomen moeten worden. https://t.co/WERVQZgalk"
1763857412325253449,2024-03-02T09:22:32+00:00,nl,0,0,0,41,,"RT @Bvancraeynest: Amerikaans chemiebedrijf Celanese sluit fabriek in Mechelen, 220 jobs bedreigd Ter info: de capaciteitsbezetting in de…"
1763923062167044221,2024-03-02T13:43:24+00:00,nl,0,0,0,79,,RT @de_NVA: "We moeten 27 miljard besparen. Rampzalig. De begrotingsinspanning van Dehaene destijds zal een lachertje blijken in vergelijki…
1763907458689315320,2024-03-02T12:41:24+00:00,nl,167,3,24,40,4359,Vaccingate:✅ vooronderzoek FIA loopt nog ✅extra video’s werden gelekt. Komen er nog?✅zijn die video’s al opgevraagd door de FIA?Geloofwaardigheid minister Vandenbroucke als kandidaat euro-commissaris kreeg flinke deuk 👇https://t.co/DPsf57FJ4U
1763901812489285825,2024-03-02T12:18:58+00:00,nl,117,2,33,13,4255,Team Oost-Vlaanderen @de_NVA stoomt zich klaar voor een spetterende campagne 🦁👊! https://t.co/RxCPcbu5A1
1763976893294870984,2024-03-02T17:17:19+00:00,en,688,12,36,154,25253,"I was interviewed for @cnni about the so-called elections in Iran.The turnout for this election is very low.Some media are even telling us that it was only a 15 per cent turnout. So very low.But as always, they will not give the exact number. Hardly any people could be seen… https://t.co/o8W9CGAMYL"
1763910147762459001,2024-03-02T12:52:05+00:00,nl,339,0,8,27,3230,@svengatz Uw Franstalige bazen hebben gebeld Sven. Ze willen weten wanneer je nog eens voorstelt om de rechten van Vlamingen in Brussel af te bouwen. Anders geen postje he.
1764029398791893006,2024-03-02T20:45:57+00:00,nl,209,3,72,25,12751,"Nicaragua, onder bewind van dictator Daniel Ortega. Die gaat binnenkort een medaille krijgen van Caroline Gennez voor zijn uitspraken over Duitsland."
1764027019577246034,2024-03-02T20:36:30+00:00,nl,0,0,0,32,,"RT @deafspraaktv: “Dat is mijn volgende stop in de geschiedenis, dat zal in de 16 zijn, of het zal een mislukking zijn.”@Bart_DeWever in #…"
1764025250004488635,2024-03-02T20:29:28+00:00,nl,78,0,52,21,5114,Video hieronder is absolute verschrikking. Doch wraak is nooit het antwoord en politici mogen zich daar ook niet door laten lijden. Wel het streven naar strategisch militair uitschakelen van de vijand (Hamas) en investeren in partnerschap met stemmen die vrede wensen 🕊️
1764022785079165102,2024-03-02T20:19:40+00:00,nl,0,0,0,79,,RT @de_NVA: "We moeten 27 miljard besparen. Rampzalig. De begrotingsinspanning van Dehaene destijds zal een lachertje blijken in vergelijki…
1764095069122863219,2024-03-03T01:06:54+00:00,en,25,0,3,5,3877,Leestip.
1763973189938401593,2024-03-02T17:02:36+00:00,nl,0,0,0,72,,RT @de_NVA: 'Ik merk dat de pers niet verontwaardigd is dat er federaal geen Vlaamse meerderheid is en dat de zevende partij de premier lev…
1764198676560306624,2024-03-03T07:58:36+00:00,nl,258,0,21,31,10234,"Nog een citaat: “Weet u: er is één politieke stroming die ik écht verafschuw: het iets-isme. Er gebeurt iets en de politiek roept: we moeten iets doen! Of dat marcheert of niet, speelt geen rol.”"
1764207753239592981,2024-03-03T08:34:40+00:00,qme,1,0,1,0,138,@MartineRan89703 😂
1763868992316334137,2024-03-02T10:08:33+00:00,nl,349,5,23,46,28058,"Zowat het meest indrukwekkende wat de voorbije tijd in de media verscheen blijkt ‘verkeerd’, ‘blind voor racisme’ en is aanleiding om de ‘rol als moeder te demystificeren’. 🫣 https://t.co/bFW7BSTMp6"
1764252054631890945,2024-03-03T11:30:42+00:00,nl,245,2,54,31,16605,"De asielfactuur moet fors omlaag, als staatssecretaris heb ik bewezen dat dit kan. Als de kiezer het wil, zal ik dat opnieuw bewijzen. Het Westen moet weerbaarder worden. Dringend. Defensie heeft extra middelen nodig. Laten we de asielfactuur fors verlagen en de strategische… https://t.co/0Xti2XsUns"
1764260102809256119,2024-03-03T12:02:41+00:00,en,0,0,0,17708,,"RT @SafaiDarya: When I was detained in Tehran in 1999 in the ayatollahs' prison,I could never have imagined that one could also be impriso…"
1764234134795293123,2024-03-03T10:19:30+00:00,nl,32,1,6,2,3039,"Overal rond ons zijn er oorlogen en nog veel meer spanningen die zouden kunnen leiden tot een oorlog.In zo’n onzekere tijden moet iedereen zijn verantwoordelijkheid nemen, zeker in de politieke wereld.  Defensie is zoals een brandverzekering. Je zou hopen dat je dat nooit… https://t.co/CHHeDrQi4G"
